Identifier,Descriptor
/m/02x1z2s,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/02x201b,"['wordnet_signal_106791372', 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137']"
/m/02x2097,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_subsidiary_company_108003935']"
/m/02x258x,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/02x2gy0,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/02x4sn8,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/02x4w6g,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/02x4wb,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_class_107997703', 'wordnet_collection_107951464', 'wordnet_group_100031264', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/02x4wr9,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/02x4x18,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/02x73k6,"['wordnet_signal_106791372', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020']"
/m/02x8n1n,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/02x9cv,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/02x9g_,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/02x_y,"['wordnet_award_106696483', 'wordnet_decoration_106706676', 'wordnet_symbol_106806469', 'wordnet_communication_100033020', 'wordnet_signal_106791372', 'wordnet_abstraction_100002137']"
/m/02xcb6n,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/02xj3rw,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/02xpy5,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/02xry,"['wordnet_district_108552138', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_land_109334396', 'wordnet_peninsula_109388848']"
/m/02xwzh,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_senior_high_school_108409617', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_secondary_school_108284481', 'wordnet_group_100031264']"
/m/02xx5,"['wordnet_time_period_115113229', 'wordnet_measure_100033615', 'wordnet_calendar_month_115209413', 'wordnet_abstraction_100002137', 'wordnet_fundamental_quantity_113575869']"
/m/02xzd9,"['wordnet_signal_106791372', 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137']"
/m/02y21l,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/02y5kn,"['wordnet_activity_100407535', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_occupation_100582388', 'wordnet_diversion_100426928', 'wordnet_sport_100523513', 'wordnet_abstraction_100002137', 'wordnet_event_100029378']"
/m/02y7t7,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/02y9bj,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_consortium_108236438', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/02y_3rt,"['wordnet_substance_100020090', 'wordnet_vitamin_115089258', 'wordnet_physical_entity_100001930', 'wordnet_nutriment_107570720', 'wordnet_matter_100020827', 'wordnet_food_100021265']"
/m/02y_9cf,"['wordnet_domain_108556491', 'wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_empire_108557482']"
/m/02y_rq5,"['wordnet_signal_106791372', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020']"
/m/02ydx,"['wordnet_surface_104362025', 'wordnet_whole_100003553', 'wordnet_physical_entity_100001930', 'wordnet_platform_103961939', 'wordnet_artifact_100021939', 'wordnet_horizontal_surface_103536348', 'wordnet_system_104377057', 'wordnet_instrumentality_103575240', 'wordnet_object_100002684']"
/m/02yjk8,"['wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_basketball_team_108079852', 'wordnet_club_108227214']"
/m/02yr1q,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/02yr3z,"['wordnet_denomination_108146782', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_nongovernmental_organization_108009834', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/02yv6b,"['wordnet_auditory_communication_107109019', 'wordnet_attribute_100024264', 'wordnet_property_104916342', 'wordnet_manner_104928903', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/02yxjs,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/02z0dfh,"['wordnet_signal_106791372', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020']"
/m/02z1nbg,"['wordnet_signal_106791372', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020']"
/m/02z3r,"['wordnet_heritage_105669797', 'wordnet_cognition_100023271', 'wordnet_abstraction_100002137', 'wordnet_practice_105667196', 'wordnet_psychological_feature_100023100']"
/m/02z6fs,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/02zc7f,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/02zccd,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/02zcnq,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/02zcz3,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/02zd2b,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/02zd460,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/02zkdz,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/02zkz7,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/02zn1b,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/02ztjwg,"['wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_language_106282651']"
/m/02zy1z,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/0303jw,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/03078l,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/030_1_,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_subsidiary_company_108003935']"
/m/030_1m,"['wordnet_electronics_company_108003035', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_film_company_108003173', 'wordnet_subsidiary_company_108003935']"
/m/030jj7,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/030nwm,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/030p4s,"['wordnet_legislature_108163273', 'wordnet_assembly_108163792', 'wordnet_gathering_107975026', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_abstraction_100002137']"
/m/030w19,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/03188,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_protectorate_108627316']"
/m/031b3h,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/031b91,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_class_107997703', 'wordnet_collection_107951464', 'wordnet_group_100031264', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/031hxk,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/031rp3,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/031rq5,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_subsidiary_company_108003935', 'wordnet_company_108058098']"
/m/031rx9,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_subsidiary_company_108003935', 'wordnet_company_108058098']"
/m/031vy_,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/031zm1,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/031zp2,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/03205_,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/032498,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0325dj,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/0325pb,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_sorority_108230477', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/03262k,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/0329gm,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/0329nn,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/0329qp,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/0329r5,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/0329t7,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/032c08,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/032dg7,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_film_company_108003173', 'wordnet_subsidiary_company_108003935']"
/m/032f6,"['wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_language_106282651']"
/m/032j_n,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_film_company_108003173', 'wordnet_subsidiary_company_108003935']"
/m/032jlh,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/032r4n,"['wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137']"
/m/0338lq,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576']"
/m/033g0y,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/033g54,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/033gn8,"['wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/033hn8,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/033kqb,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/033nzk,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/033q4k,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/033smt,"['wordnet_activity_100407535', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_occupation_100582388', 'wordnet_abstraction_100002137', 'wordnet_event_100029378']"
/m/0345_,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0345gh,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/0345h,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0345kr,"['wordnet_social_group_107950920', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_company_108058098']"
/m/0346qt,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0349s,"['wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_language_106282651']"
/m/034_7s,"['wordnet_social_group_107950920', 'wordnet_assembly_108163792', 'wordnet_gathering_107975026', 'wordnet_group_100031264', 'wordnet_parliament_108319198', 'wordnet_legislature_108163273', 'wordnet_abstraction_100002137']"
/m/034_cr,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/034_t5,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/034cm,"['wordnet_island_109316454', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_land_109334396']"
/m/034f0d,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_subsidiary_company_108003935', 'wordnet_company_108058098']"
/m/034gxk,"['wordnet_auditory_communication_107109019', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/034h1h,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/034m8,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/034p8,"['wordnet_fiction_106367107', 'wordnet_literary_composition_106364329', 'wordnet_written_communication_106349220', 'wordnet_writing_106362953', 'wordnet_communication_100033020', 'wordnet_myth_106372680', 'wordnet_abstraction_100002137', 'wordnet_story_106369829']"
/m/034wx3,"['wordnet_geographical_area_108574314', 'wordnet_park_108615149', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_cemetery_108521623', 'wordnet_site_108651247']"
/m/03548,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/035482,"['wordnet_condition_113920835', 'wordnet_attribute_100024264', 'wordnet_state_100024720', 'wordnet_abstraction_100002137']"
/m/0356gk,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/0356lc,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/0358g8,"['wordnet_coding_system_106353757', 'wordnet_writing_106359877', 'wordnet_code_106355894', 'wordnet_communication_100033020', 'wordnet_software_106566077', 'wordnet_abstraction_100002137', 'wordnet_written_communication_106349220']"
/m/035dk,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/035gt8,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/035ktt,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_consortium_108236438', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/035l_9,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/035qgm,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/035qlx,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/035qv8,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/035qy,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/035s37,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/035tjy,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/035tlh,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_fraternity_108229467', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/035wtd,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/035yg,"['wordnet_district_108552138', 'wordnet_island_109316454', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_land_109334396']"
/m/035yzw,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/0366c,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_island_109316454', 'wordnet_land_109334396', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/036b_,"['wordnet_district_108552138', 'wordnet_island_109316454', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_land_109334396']"
